ParticipantID,NLL,Fitted_lr1,Fitted_lr2,Fitted_lam,Fitted_w,Fitted_p,Fitted_a_bs,Fitted_ndt,Fitted_v_stage_0,Fitted_v_stage_1
17,0.5631975731382655,0.708803156748312,0.46682526709391525,1.0,0.12811847120517839,0.11207131657777426,1.510112235640314,0.3847463600746431,4.321480428632362,3.706323479852554
18,0.78808106298857,0.63987410992266,0.47511250977718533,1.0,0.3886620316533395,0.029035550700288192,1.8601956460160904,0.21605349209297375,5.245538280077303,4.857447516865236
19,0.5081326206207042,0.6100656881039109,0.3822051949433364,1.0,0.06333071282355851,0.06720684599614085,1.6301055031808573,0.35252075405293026,4.1093806990590735,4.23513686132993
20,1.0064681360942107,0.5053836849408608,0.4877638152352635,1.0,0.4522868812859189,-0.03746068449449081,1.953472239144786,0.32066546030968746,5.111603013070506,4.092784933005084
21,1.418846244210804,0.5265825407700246,0.454484167862248,1.0,0.6063667442451246,-0.052537047539013816,1.9079560572474186,0.3524964960596068,3.565300194273765,3.215917397978036
22,1.521512919563445,0.5433225900115636,0.5254696544574695,1.0,0.718335608915142,-0.05111554079692233,1.762046913693488,0.30885192616790336,3.3404239882925992,3.101970563741822
23,1.0407640897731623,0.5179428111714889,0.5674085777720729,1.0,0.5731164286289817,0.10425465338710171,1.882296841149951,0.2989285311047468,3.9436882985244917,4.203621253163718
24,1.1766960344577175,0.4027211702961376,0.32551890033678244,1.0,0.39614633866470106,-0.12923564884330235,2.0022873485093267,0.3176227069577621,4.756132288957936,4.57725535803188
25,1.3711816906777068,0.6237186614948146,0.47316520306538773,1.0,0.6481185480034471,-0.005039151160897728,2.070734980852263,0.3422190713956724,4.183742754326704,3.630786645731784
26,1.032097236373893,0.7010012033687422,0.44656259430328926,1.0,0.2522054245398435,0.01079705190760748,1.7259383538910988,0.2960798227937147,4.490001853850904,3.604272059876883
27,0.683818796516371,0.5737466905882115,0.3423659184283064,1.0,0.23155218393110769,0.11258660251574802,2.0890585916363587,0.4069308580062473,3.8738214490371887,4.733683991607595
28,1.134225301666606,0.68831675905122,0.3660344911326285,1.0,0.8305312621041229,0.07690577929938952,1.6342158138471976,0.2652533745533331,3.7295512655474474,3.631347731721636
29,1.0630725113070656,0.5727352042243463,0.40662588455406956,1.0,0.5505942297845898,-0.0006474332063207926,2.0189605236964154,0.2933235333760076,5.596379563504232,4.233060453245762
30,1.2592681955883678,0.5733830646100352,0.5379042710222709,1.0,0.47733501909437387,0.034953715057621675,1.7076397998531574,0.21446351735040134,3.738379088808133,3.508633633812517
31,0.982529302248345,0.5161798229993985,0.5082837108991081,1.0,0.3110219468147208,0.07073232025129882,2.1771047667892174,0.31893815003261267,3.9296688761404144,4.364677742791172
32,0.914714972754473,0.5282018033448097,0.38540193865660666,1.0,0.6346936013461428,0.06142840475519826,1.5423163338432841,0.280542019889632,3.573238019928791,4.488846509534009
33,1.5906390440251152,0.5251602421076836,0.569333823652351,1.0,0.6285970368988112,0.03453216829525426,2.6433803738863277,0.34226395500532536,4.089452870904776,3.6682387657713957
34,0.8715925821461081,0.7556484030730636,0.4369141589970928,1.0,0.41319603556455337,0.035136050075111815,2.1653580362093026,0.2996333387656688,4.3525883959754275,4.19493072140281
35,1.2469798346398862,0.4417302180756094,0.31114571356932824,1.0,0.41673703376905813,0.03859022968566196,1.9403791327393218,0.31124560236434223,4.082717592924453,2.956514955541208
36,1.0064534383997361,0.5660208267185399,0.5862157638337246,1.0,0.1645281527658023,-0.058566924493628096,1.6346860264380272,0.3423255778550296,3.639452788464545,3.7134767557077124
37,1.0188245088016323,0.6568590601731408,0.502604775634469,1.0,0.35960668090692444,0.02961363067978533,1.7160274463917913,0.3356345217883133,4.705314477149147,3.0895806257659686
38,1.0339844839961965,0.6953950663688335,0.35031413509555415,1.0,0.15295645723209386,0.09754719484626102,2.287928315315119,0.221966485985183,2.5140686997403527,4.264678026593336
39,0.9631668971297053,0.5445476561926519,0.43969704119936276,1.0,0.41012473378259473,0.05827212588086495,1.8077135314424966,0.35797511184878844,4.455875923533402,3.6029800438654105
40,1.1917087828352582,0.604222582337237,0.36999404073508274,1.0,0.5633659940685847,-0.0024062913471074934,1.800726293744321,0.31985250605322274,4.551148111085268,3.5747081835355545
41,1.4779841583364497,0.9215501725099191,0.5573225208233034,1.0,0.0,0.151650374320121,1.852763676096682,0.2801884822030521,1.8936507257965676,2.070032266555664
42,0.9631735297482501,1.0,0.7194892260801691,1.0,0.0,0.30697235608159124,1.6465693361486264,0.2719724972158888,3.6434259276398873,1.7163317386978294
43,0.8735434329559739,0.8481300840204881,0.0011612009943353125,1.0,0.4899827898555645,0.08350518339730163,1.166977086324521,0.33717505752719024,10.0,6.559468915289426
44,0.04127609730117762,0.776855039621635,0.5790992829236337,1.0,0.0,0.1916876214232468,1.042234487709826,0.35082373829233204,7.301384068113796,2.548276041003977
45,0.6740187111796581,0.9678943652358981,0.6814454472100254,1.0,0.0,0.32292877115250773,1.5846905532189428,0.28271974077455814,4.176920594676868,2.9111727086891688
46,0.1869479721036448,0.8429852001143289,0.5023630470524951,1.0,0.0,0.1337158424410755,0.7890746288360044,0.23993510188966438,4.688429826651291,2.424976772438451
47,0.5507831138067634,1.0,0.7034669042075764,1.0,0.004929105888497633,0.17619564592622916,1.3399078256838388,0.24792698446083772,4.279788465852293,2.312558914440111
48,0.6580546718191087,0.9713790018635596,0.6019383287802308,1.0,0.14727529935849512,0.1381040004414069,1.3108168832880192,0.3657322908076345,4.1184518919628035,2.348747905548942
49,0.87848536706319,0.9297135764878007,0.6599169709130318,1.0,0.0,0.22039377233812896,1.526325287131861,0.3401813178587054,5.822849277665018,1.5280244558375984
50,0.8751597452111276,0.922478595107068,0.7352476962403142,1.0,0.13133811375827795,0.19697276356553503,1.4321977347450827,0.2913203551143864,4.82034787309492,1.489387965057363
51,0.31936325355678685,0.8354744934409091,0.7321382988725662,1.0,0.10254885893642587,0.1409783492343731,1.3539024248032208,0.3024704217939795,6.3222381651949835,2.947274559306453
52,0.8577015681257839,0.9021863943871719,0.6518285218199404,1.0,0.05136528644603044,0.28107634920623226,1.1745537756909599,0.30654725598181665,2.0556220702306276,2.4575909976507977
53,0.22151166409325682,0.8313255477273084,0.5944845510825538,1.0,0.0,0.29690598670645957,1.0644112224404891,0.32556628249018876,3.695395356150719,3.402153319091854
54,0.5800393877197724,0.02140533378369208,0.8115391680565959,1.0,0.22250217443689255,0.24372141136822204,1.1651425214697617,0.25844005797652725,5.969576426537439,2.493124291261805
55,0.22997614276298828,0.9093118235046249,0.7643878783124977,1.0,0.004706306073736088,0.1934167888978432,0.8940322183886602,0.30521838617573394,5.105501524116434,2.2900344519092077
56,0.9117379532043987,0.8879014376002715,0.7033248142335139,1.0,0.0,0.19076866907561027,1.2972942936411798,0.2214278511949444,3.2922736859214785,1.943360439881226
57,0.9772007494014949,1.0,0.5934099372037179,1.0,0.21270516096558517,0.09135153419364038,1.4167184595562006,0.3575318766433955,2.8803180460432807,2.658161460503207
58,0.393807722948789,0.9170845458912205,0.7550007654869201,1.0,0.16407687421885547,0.15066188216312396,1.383405961175474,0.375505164085969,8.809423239264632,2.1596968799640557
59,0.39752520354788623,0.9109932623863832,0.7806809166293425,1.0,0.23014291256357614,0.13458102923413143,1.1181387541308234,0.35657742542971776,6.72904732044958,2.1148225098835627
60,0.7047233120684544,0.9398929117297928,0.6206129526632335,1.0,0.2718637949117983,0.05879784531872382,1.1556914159762706,0.3355375866711618,4.092623832506591,2.860086331123128
61,0.28814680627217704,0.87677685290971,0.8542580588698095,1.0,0.17418001414785364,0.15084452774301366,1.1348068249004062,0.24647138685899905,5.713488835829215,2.683299410347351
62,0.9088072282944376,0.7671200989101888,0.45702947733501614,1.0,0.07748042958183826,0.06500807414382714,1.2321186252606202,0.2612002133483812,4.158085211559684,2.2965082413713023
63,0.455539524599047,0.889367430550448,0.8564189530939302,1.0,0.2227521127306688,0.2787861008356433,0.9617203162805593,0.28255912769839897,3.4927910277460685,2.291728305397005
64,0.39555488686755313,0.7630018660277117,0.8777472208806225,1.0,0.0,0.2808100839194773,0.8720759967675471,0.2883525909991833,2.6001225100338687,2.2907216486820254
65,0.327732963216937,0.8364669991055579,0.7494630902581438,1.0,0.0,0.1178946403317583,0.9018122312327419,0.3812634192535108,3.4842868126874262,2.880040677538667
66,0.253441638316562,0.8583701182143998,0.5854896824929985,1.0,0.1650763605838266,0.17049828780802176,1.2009133176220421,0.27621902352700445,5.050745250679452,2.738746765317448
67,0.5731157078268829,0.936786501453675,0.6836530790701406,1.0,0.08772563604297187,0.15516921922870305,1.4758533003255894,0.3785181897574161,5.426456405506407,2.6772524354380036
68,0.33209531034484796,0.8917084307039803,0.768884265189506,1.0,0.12567432919124127,0.12743594026586028,1.1045730519111139,0.3428362316826175,6.5349728620973515,2.2251193326777954
69,0.33322522268635996,0.9709534029438677,0.833815917068546,1.0,0.09010394693436845,0.384025387755139,1.123747478500126,0.33461119519322424,4.102130309982621,2.1583301295180912
70,0.1141746201492499,0.9107889927147451,0.6518407308713206,1.0,0.0,0.2587737278438114,0.7489452268314801,0.309605894267546,3.7967950901457983,1.9935795644623713
71,0.3851657016116901,0.8994982738992807,0.5088730465018213,1.0,0.05375804280168712,0.22784751293292285,1.1231566996540407,0.25906209817092146,5.036323930585953,2.1740812377689025
72,0.4560191515261643,0.9341479087067048,0.8043632500238977,1.0,0.12591871015804404,0.27986402551131795,1.2159588801611858,0.30381595104397985,4.614552604141514,1.9351594195895305
73,0.6863461814858195,0.8927451569504568,0.8452239118520449,1.0,0.0,0.23215368784318713,1.4974999936779452,0.35308496194569383,4.839999710467827,1.779345061831375
74,0.7244221413734573,0.8152180644482132,0.4677374960569871,1.0,0.114329538629678,0.017525983304137554,1.2673748365732336,0.3978119893299123,2.9398546290547594,3.1885102955488844
75,0.5502742836094782,0.9135541229910172,0.679987267370414,1.0,0.08529716179873251,0.15166359021300316,1.186317899211401,0.30594762672101355,3.8572833858673823,2.6047461472429
76,1.088113165602335,0.9661924501694344,0.7790469276117267,1.0,0.1573811064040906,0.16866435271307786,1.2535467441469152,0.25033136168509446,2.110936850329152,2.063689714940014
77,0.10800711931315697,0.8618370364869046,0.6542837270455101,1.0,0.14526337045321833,0.17147952525945592,1.1491117730310123,0.28280545370813176,7.702942777546658,3.0149103107577435
78,0.5554501686741656,0.9127924996765546,0.8714201540781291,1.0,0.0,0.2537174992222759,1.1084179069017408,0.2538878225262316,3.7095733271232123,2.281553938189487
79,0.6353049070197059,0.8344381415931911,0.7463850295505042,1.0,0.014383081741242625,0.19128432914263985,1.1853586926693243,0.29315402382953565,3.9249671427816257,2.348825764357763
80,-0.23469999691677218,0.8379892823967223,0.7255063123251936,1.0,0.26673841529886466,0.32761853283829906,0.8057547732189644,0.23295123524704,5.831267998734902,2.7447292914763106
