ParticipantID,NLL,Recovered_lr,Synthetic_lr,Recovered_vunsamp,Synthetic_vunsamp,Recovered_vsamp,Synthetic_vsamp,Recovered_lam,Synthetic_lam,Recovered_kappa_a,Synthetic_kappa_a,Recovered_prior_r,Synthetic_prior_r,Recovered_a_bs,Synthetic_a_bs,Recovered_ndt,Synthetic_ndt,Recovered_v_stage_0,Synthetic_v_stage_0,Recovered_v_stage_1,Synthetic_v_stage_1
13,-2.0254795716515,2.308667341208389,2.230351260684447,0.5083156640535841,0.5162049743193857,0.8080521228699462,0.8148396419637057,6.958655481645763,3.474139328006051,2.7980516485783133,2.2376418979562764,0.7609302733383523,0.7107425975008985,2.3011438889332934,2.434268421958492,0.6584476057302309,0.6539929348777337,1.5977401461070588,2.78359330394316,2.3717152960177703,4.87471301625849
14,-1.7406166471187647,2.2860977838937337,2.483809550321889,0.11970719198434651,0.1200546271307159,0.046033757815109766,0.029617844933281,0.9232274362775748,1.1341100113082614,2.1208628471334396,2.387305381698265,0.20001118172657562,0.2144160407784851,2.6254475811101687,2.6169730378077203,0.09864652204783464,0.0975826179760844,3.3366513459696043,2.5096153771624574,5.032887924846257,4.264929458562184
15,-4.933978435539926,0.48100078915430944,0.4633069868249961,0.23754411234770972,0.2434967944177198,0.01470142095810091,0.0189717055519601,8.549687801741902,9.850455536104691,3.2227592705790027,3.057868040607053,0.43235863197001034,0.4270123033011495,0.4044132659887891,0.3981548991086618,0.38970690060791047,0.3898387483749842,3.356626287239389,4.525586263864343,9.999995305566268,9.310031937645029
16,0.05437403897513649,2.199900129279252,1.1140166873522266,0.0,0.5533037019749691,0.8710140020206015,0.5986515191239741,0.027639253202786037,1.8596096979633887,0.1601356403675776,2.528816744932159,0.5157938673405085,0.6719004577159611,0.6924016511291344,0.65734242738513,0.6025996818997729,0.6060352981689622,10.0,0.2605993268839324,6.066187341466803,0.0704672381007565
17,-0.39466257510318226,1.322992271965908,0.2381144285602854,0.475582281882644,0.4332604132341328,0.9,0.8331336978212078,10.0,4.055573841390242,2.2264094751971912,0.375163196682704,0.5957191841982772,0.7168114846898173,2.1402579939586674,2.221401066240629,0.32331823786804353,0.3189358689174241,0.7603684180386888,9.630323387846756,0.779814715135502,9.382617685023783
18,-2.8081050892183623,1.1383082167173906,1.0400758878267693,0.19209481977177723,0.1812526683423482,0.5419084468372074,0.5300178329754696,6.448698851073724,8.42518209841559,1.4930565808304244,1.6836054487252743,0.5239839579759228,0.551857652878557,0.891519533584514,0.9003064980715887,0.19537905235167258,0.1945937352381418,9.513746455255756,7.613352159920956,1.7082740942106314,1.5009846135204996
19,1.3802490926238409,0.9790844297891369,1.06362816419131,0.5112007250120956,0.6205453768599025,0.04732661136663958,0.0135803768696811,0.13050351278801,0.3219440386857053,1.1683721917598735,1.4376297001201432,0.22711871745861628,0.4019739083073795,1.584584543036386,1.6401995904610414,0.8606055573734112,0.8071905755135196,0.5201688794216826,0.3598096765864189,6.928031614210617,3.5839524462532517
20,-3.1226371669433184,2.475878930326732,2.553112533067297,0.13151850459445658,0.1287036985664904,0.7714853652305779,0.7719647530602965,9.998194042972672,6.455644082734327,0.8444617670155306,0.5764671274001354,0.3254516798490298,0.3248584459993683,3.2697400932935516,3.058343823768209,0.4041910042136071,0.4034066283341728,3.3548139779589206,4.844700609485067,6.27758061011526,8.874550780727276
21,0.9374894688119396,0.2034853017043666,0.5497741984969235,0.8549070217379803,0.8679355176475059,0.0,0.0383667136169219,1.9591896500789905,0.994402572548848,1.4590993251987567,1.1161921547022176,0.8,0.6839510493563086,2.028230986474951,1.986729387267159,0.6453084736299669,0.6532511422613194,1.1409425625708045,1.7432113751983724,2.6405068245421757,1.6672193292652826
22,-4.885216845529364,2.367932381178668,2.0833933622151566,0.679567472476652,0.6662642717521995,0.4354359155918053,0.4162270186935256,6.535644201409366,8.696140851211128,3.3323591201538787,3.302059673353201,0.3252122662170052,0.3494540530711597,1.110769054918088,1.169138216967788,0.37327799746861756,0.3740467168670696,5.637538889487478,7.566160562962172,9.63090395709957,9.379376643097824
23,-3.316090620254217,3.331519084089645,3.447623997275332,0.22961871389849908,0.2354497134146295,0.37039228189672063,0.3710510351807128,5.007623308449819,6.115440994503215,2.5455367799129505,2.7341722790790417,0.4296861903368643,0.4335649672453794,0.657117175857495,0.6752568744607239,0.7125933608209071,0.7122448043972556,1.043550262590341,0.8813516392543386,9.999941534425238,8.660774293737196
