Synthetic_lr,Synthetic_vunsamp,Synthetic_vsamp,Synthetic_lam,Synthetic_kappa_a,Synthetic_prior_r,Synthetic_a_bs,Synthetic_ndt,Synthetic_v_stage_0,Synthetic_v_stage_1,Group,ParticipantID
0.7507915191690047,0.5034397579367571,0.3161067048932749,5.152970392082944,1.3181392820606084,0.7564145503205502,1.4550719499233429,0.32589304829291343,2.3761461509248223,2.46025675237577,PS,48
0.8617964643652526,0.6173085532959239,0.3116599226082695,5.041694834326339,1.1309317340012415,0.810410398130575,1.6143759704963014,0.30439490099100963,2.297524193669262,2.1679462950892328,PS,49
0.6994977430292585,0.6741983259992568,0.2877170621425508,4.3412089808959635,1.2347831281791388,0.6782862169766581,1.388329079241562,0.3475064187501982,2.0119444350872553,1.9895552023686043,PS,50
0.779890788349839,0.5764210600258309,0.30566337610976846,4.839428128418087,1.5886011836102851,0.6261937474862496,1.5175864773167997,0.28589180167302264,1.8594918917217524,1.8664122967061105,PS,51
0.8022124042952766,0.6558716826399279,0.3358351923807488,5.348320762366223,1.1491581875470438,0.8345216717541788,1.7666600394687209,0.35289474850648717,1.9057093680593429,2.1242869285483557,PS,52
0.8568203425979547,0.6350959639850168,0.3170626438805663,5.274511353867184,1.1637082246973678,0.7845121921350146,1.7066499924347243,0.31908851790053766,2.011059470699812,2.0811634233826224,PS,53
0.899876582638976,0.5923511033446842,0.3209830699980386,4.632374769985846,1.2455059319233117,0.6107736725635982,1.3294629266895794,0.3626544541364726,2.0263293634480446,2.2207429636060403,PS,54
0.5858526898922007,0.585738092179862,0.29472650220724983,4.720880729724942,1.2167586681881388,0.6393558323759951,1.6883791715130871,0.31976798663979994,1.771128852000358,2.096930943534802,PS,55
0.8251615922478621,0.6966528886429608,0.3316760580654915,4.440840081560224,1.1067389613665721,0.7696104501649135,1.3017729932472752,0.31799706125325317,1.8643303866012113,2.1017890145704645,PS,56
0.8430611855465412,0.622472019424668,0.2775954827803216,5.0167689336574455,1.346426697393202,0.6870780117186063,1.5670011543448061,0.3494624338522156,2.3819057383105156,2.3109378949365,PS,57
0.8114222138507289,0.6061682014141395,0.2947019962659412,4.743966208789686,1.180325974413089,0.6012323819872085,1.586703741560276,0.2914609454173281,2.2262529741600474,2.2100006876526423,PS,58
0.911441260285765,0.5533914364841382,0.2931997392276375,4.634893588665561,1.0129085805031453,0.653085792162771,1.3810889075764736,0.3339181553209019,1.4521716522072423,2.1020629956319965,PS,59
0.7797104543334182,0.5725402399390744,0.2908189050978753,5.232878777878806,1.188242921934955,0.8664767734537985,1.5295268647101317,0.2858747007036803,1.8940649262350677,1.9567648637166717,PS,60
0.9272445383930749,0.6325868232868024,0.3413111236996713,4.367894513005172,1.141542930392337,0.704873997537188,1.4699237750940521,0.32108918822848,2.2103001434771063,1.9267753479795715,PS,61
0.5702359799770187,0.5446308487699167,0.263984750881986,5.291260278324298,1.4452163975917394,0.7240152373030376,1.7729659629314747,0.31014050735351023,2.224594951240924,2.0648226124752127,PS,62
0.8604299467368507,0.5443804515574419,0.2906971566743361,5.7540557858201264,1.3115651045623906,0.6051366701019035,1.6612673537755922,0.3369500803361023,1.9448795472728584,2.066808713813228,PS,63
0.7540751711219204,0.6185038357242412,0.3047134898527518,4.8073485427185565,1.195136711624339,0.6620223843165912,1.6033454677108263,0.2806732104115328,2.0708085008648753,2.056162059066418,PS,64
0.7369481264991532,0.5760712874155447,0.3093754077693476,5.68721234236739,1.123139705250224,0.6913301603974179,1.4720621334583186,0.2473977926086874,1.9704226062135737,2.1503841762774445,PS,65
0.8625055074390866,0.5711979158153586,0.3160712929307969,4.875574089144591,1.2429038115087647,0.7655182435575025,1.4004371992373779,0.3143921075752764,1.672032247744239,2.195067722614365,PS,66
0.6763359322279814,0.5961761367171292,0.29431069023233836,5.43083519505462,1.41470225105455,0.6868389328205993,1.5012882915677426,0.26824059051180105,2.1130349418193544,2.1995954475514408,PS,67
0.8941256802111822,0.5402349163872125,0.2737953267374551,5.452309761856298,1.312700720626839,0.5565004740045086,1.3775157802234674,0.23415322058891172,1.9617632821350923,2.028337808551659,PS,68
0.8279307161993071,0.6271241531988186,0.31971786936911145,4.94963619567835,1.0185741834296336,0.7149638162944495,1.6126750618165842,0.2576262346459751,1.8064432295187514,2.240241748636807,PS,69
0.9304121546737607,0.5720964844379306,0.26087077459518293,4.700821271001653,1.1005253619066167,0.6679940623673396,1.6234141558195652,0.24233738325922258,1.5912901748369717,2.3885907787116896,PS,70
0.7356451068267725,0.6710194670061957,0.24464247202180367,5.42930196768992,1.0303271829551262,0.6308854383811248,1.290500970930645,0.3163417749138787,1.7917612878328688,1.8003154690315328,PS,71
0.8538922688174342,0.6940737178566385,0.312879635537023,5.13052066821567,1.2935819284903698,0.8167444762861223,1.4627521509309236,0.2706645904422837,2.368618900994679,2.2829802307038927,PS,72
0.7028696629983985,0.6487956876434875,0.31222548019826607,4.964494568041296,1.06171501564437,0.6012417648940522,1.4178654633528942,0.29783881148548247,2.328209839744559,1.7202150026693854,PS,73
0.8814578526990833,0.6127745272073124,0.324477765239443,6.011287887103581,1.1467713742895194,0.7096535382402733,1.247745123634672,0.27990493947067646,2.3123440142486715,2.4049331806874905,PS,74
0.81337432919326,0.5968680078087425,0.3138248695322923,5.148513299584759,1.4703063672913035,0.6292713035909788,1.2472568826770947,0.2776504049992024,1.7244489806369547,2.022711000929629,PS,75
0.8045074982249939,0.5104035413403003,0.29901174334544156,4.853111526833138,1.2287845798753771,0.6551343781305574,1.4399238953664217,0.2913636561814715,2.2657824639732675,1.772988359674191,PS,76
0.7534005147466794,0.6038904748585876,0.2978213972991965,5.578164571710824,1.163599953615039,0.7242537392567974,1.5049137455872157,0.27438356777691725,1.9385213192097008,1.9942511788631134,PS,77
0.7360771307139365,0.7557752155367042,0.30670339383629236,5.522783689335335,1.3998924113130882,0.8403063622647112,1.2295343401703682,0.2807695688599605,1.719745217034413,1.9018711964155954,PS,78
0.7714751516744787,0.5116927981300163,0.33331013629853623,5.637379190291923,1.1151338690800883,0.7476355638397644,1.6281076260891838,0.3198466732892359,1.7283797078076313,2.489075608576278,PS,79
0.9669770993937359,0.5706458766756455,0.2861044759387473,4.334615392250006,1.2737802926878652,0.6997765200419854,1.572300928482352,0.28736696313671434,1.7475306232605774,1.8078159264258598,PS,80
