ParticipantID,NLL,Fitted_lr1,Fitted_lr2,Fitted_lam,Fitted_w,Fitted_p,Fitted_a_bs,Fitted_ndt,Fitted_v_stage_0,Fitted_v_stage_1
39,-1.6803549864944207,0.1431739525447245,1.0,0.8108409068192064,0.23499665555706886,1.0,0.6371477121039496,0.3187042539678015,10.0,3.1485156480298118
40,-1.65092840055659,0.14438388346389316,0.9984662548045506,1.0,0.04362902718597602,1.0,0.7324510031231624,0.2912190074555561,10.0,4.224989189173561
41,-0.1486067425994368,0.195900248868245,0.9466133053918027,1.0,0.8045688384223224,0.7628556187533202,0.894881778850518,0.3337223896401477,6.217856896494272,1.0376938847544432
42,0.16377846514039707,0.17991025774176012,0.9012155231665306,0.0,0.7255342351136139,0.5900344278847167,1.062406172084943,0.3342090566429421,5.281423150418537,1.1736926591685874
43,-0.21508044926960507,0.0038680078068498015,0.8121006188162855,1.0,0.5305435831378454,0.5472227488991063,0.9243613478129361,0.3283073271378055,9.99244959319835,1.17428382088696
44,-0.09443158951324566,0.25589636389672943,0.8633687653037195,1.0,0.7150164474159523,0.40188275634526527,0.9035570420760087,0.3503784048560464,8.049226314987699,1.2191299178368162
45,0.21468042063895276,0.319731869251233,0.9474325432279562,0.46058738277955324,0.5511181147244589,0.28333420618487515,1.0425475453844635,0.3320400053010402,10.0,1.077582703493368
46,0.34332100153790585,0.25024838903038576,0.9466603405738775,1.0,0.6847509014402386,0.5142712447890394,1.2199990746127545,0.35238632339504744,6.646783622071021,0.904740242644421
47,0.20437071728622686,0.413018642103493,0.0005528692041714283,1.0,1.672407064740372e-05,0.9373676310788992,0.9519421621850085,0.3141341313386762,3.1885052995857004,4.072406752537089
48,0.14249790772951512,0.7341384769591562,0.0010980283037642878,1.0,0.6751393643329611,1.0,0.84610075665773,0.395658302176474,3.4826334296877586,5.529213031338192
49,0.1988210753062664,0.09746820778438127,1.0,1.0,0.5785229277416221,0.22397520189618117,0.933198932739679,0.2770044417865304,6.4421713091078,1.2163180884647098
50,-0.019008163021105737,0.11626342682168044,0.8159468589654417,1.0,0.7213636060513787,0.3840630910010538,1.0063558453151937,0.33753070646373506,9.474892488943892,1.0502580504859618
51,-0.02594118240239964,0.060803576630329786,0.754716675274209,0.0,0.670592954411455,0.3185807598059183,0.8621957672592544,0.292612129628762,10.0,1.5027995745746008
52,-0.031389075122290576,1.0,0.8432764275680154,0.14122131705390048,0.7819671072887981,0.2370239792698058,0.9125115280744678,0.3301978036724727,9.491699711548986,2.0257491916288384
53,0.24983632933048253,0.3206213798262978,1.0,0.5681497269959335,0.651636688103216,0.3602496478803013,1.1264036599773106,0.35899582226262566,7.328011921362949,1.0512923864180517
54,0.08229977125800793,0.5253171012538513,0.00749788071209909,1.0,0.0,0.2930852457339798,0.795074743658396,0.321792428943,5.436818480035037,3.520613687049489
55,-0.13396322380363104,0.0,0.7960111702080038,1.0,0.49977237807409697,0.5249370645450538,0.9216074679516587,0.3671593805206289,9.999999995703465,1.3827428126848376
56,0.561061841805809,0.6673199002393079,0.0015665357559533184,1.0,0.0,0.556991014991398,0.9944206598691558,0.31750140132762383,3.0259052597545137,6.314224242886534
57,-0.05326898660848937,0.16750272587847398,1.0,1.0,0.588099839166144,0.29588336867023135,0.9229214006908607,0.30824775633198476,8.61025469236639,1.2436361797654274
58,0.03796828103330257,0.4326073928358025,0.8970501352412463,0.2724564301110629,0.7501574878933636,0.26452296959512916,0.9945859663289666,0.3385064550706818,10.0,2.0119318544692444
59,0.27289075318552014,0.6739556841760421,1.0,0.48992267871913897,0.46759360892588925,0.30433769360990054,0.9077254013418765,0.2829925971336767,5.843937388524901,1.2375811268442305
60,0.06178263018970817,0.46227607832918105,0.9513418603491172,0.33058165973944,0.6826875267103828,0.5656673444784944,1.116510407162729,0.3638922644084804,7.181973702852733,0.9884785920406085
61,0.08633345624840234,1.0,0.8380449058141535,0.0,0.8092662722241937,0.6534348274083863,0.976523470200258,0.36428534354727443,5.69456544456103,1.1918953762746956
62,0.22999427915780726,0.077466508169409,0.8954386442483022,1.0,0.6133800354144807,0.2608411819172635,0.8908175810578938,0.3643978716584197,7.092134061407133,1.4191925691768537
63,0.13082458632479158,0.8320125250395746,0.7448341125734408,0.0,0.812483320905126,0.48726749797984154,0.9809038347289201,0.31285275347092223,8.460278683432314,1.6507164482910326
64,-0.01866480540491537,0.097052542735277,1.0,1.0,0.6130093577475992,0.8109529718322849,1.085414430091918,0.3004893458313307,5.90173279317053,0.9096748661747056
65,0.25413305482887244,0.5441714182202187,0.0,0.3874758404857542,0.26146043287251375,0.999055525402909,1.0552068768513703,0.28650633359338906,4.767814880034473,4.103118103443319
66,0.006958972838608457,0.35429126099845454,0.8559596777753558,1.0,0.6745475113445538,0.4077276781732534,1.0086795810418903,0.26375168767185414,7.975637627461076,1.4388823844322787
67,0.36152282916534584,0.291481464917355,1.0,1.0,0.7236793477074567,0.504020411212989,1.095535520595549,0.3182548674530794,4.895143207793449,0.936405311173359
68,-0.06431717252391682,0.33424835207410575,0.9171325458913848,0.9211982999723111,0.661515949015202,0.24063341669561866,0.9215727361734521,0.29651022626696366,10.0,1.967170418922357
69,0.03847267660341678,0.6004182235667388,0.9402369437149315,0.3975131176394493,0.7949928332449786,0.680141604500823,0.9180505329402926,0.33522980214896647,5.2422433031841775,1.0701430747760867
70,0.20394595393263318,0.574166968369659,0.8684468858390597,0.3773476601492639,0.5673841614117845,0.3677680099540438,0.9779209200074092,0.3626526978304613,8.016903013071877,1.2601516272135296
71,0.28755035574805127,0.3813320810821216,0.8794223726487856,0.6506837573965325,0.5439493526651676,0.3079510860222356,1.0427972571451993,0.3147094096977667,8.859170488834307,1.0875419507538446
72,0.4921113790346286,0.1652019013830035,0.9199928240274607,1.0,0.7229956661551575,0.35690338341307726,1.0627441804339246,0.34652497576593183,5.602567750813722,1.0442122122974016
73,0.3444940777303474,0.6134606131089864,0.8601917298919011,0.18536794206469034,0.6741415118983244,0.3575469820544094,0.9778623294884426,0.3642061317458251,8.620892342841211,0.9946780318025619
74,-0.16076169810483767,0.2191225826603472,0.9041469730375162,1.0,0.6404030767812271,0.28952343820995724,0.872023966982884,0.3059967336625512,9.304922611751087,1.4757563161710627
75,-0.021017240519899644,0.6300275471775731,1.0,0.5915698755900825,0.39432345414555964,0.3106643633520541,0.8193451946632286,0.29712591900509827,8.044061590861817,0.8864509148560111
76,0.4774680954014404,0.23618895322676078,0.0016596114441422222,0.225155905052263,0.0,0.2658649906285499,0.9093959420339898,0.34824922539791225,7.715924550608883,6.552621449512348
77,0.20273846147673952,0.3847671151933709,0.9064219228207174,1.0,0.8352447484285911,1.0,1.0440023362623045,0.27358177700809816,4.271584281316326,0.7523163138830149
78,0.17185098268352708,0.3070266854643278,0.8767905593608003,0.07370966681151446,0.6199343740655252,0.2295638756683373,0.9157144029056773,0.27142095097062435,8.779723694166691,1.3951892935880026
79,0.3093122651405532,0.07452962475236886,0.8755780593497003,1.0,0.765681048208313,0.3663379571111821,0.9812626502161675,0.35968760473982736,6.473928077287534,1.139494080395875
80,-0.056251508564242485,0.1815267497309425,0.9789364176570157,1.0,0.5814094204038253,0.2731506820054519,0.9515004749894165,0.30711501770846594,8.748587099223313,1.3400421089749912
