ParticipantID,NLL,Recovered_lr,Synthetic_lr,Recovered_vunsamp,Synthetic_vunsamp,Recovered_vsamp,Synthetic_vsamp,Recovered_vps,Synthetic_vps,Recovered_lam,Synthetic_lam,Recovered_kappa_a,Synthetic_kappa_a,Recovered_prior_r,Synthetic_prior_r,Recovered_a_bs,Synthetic_a_bs,Recovered_ndt,Synthetic_ndt,Recovered_v_stage_0,Synthetic_v_stage_0,Recovered_v_stage_1,Synthetic_v_stage_1
14,-2.382751706029815,3.6324539692800952,3.9401822144418777,0.5411057359215693,0.5504162473092695,0.3445553099024774,0.3405184549517241,0.0,0.0238755159994042,3.0933276074505027,3.8983874837498425,2.0161620806106306,2.2627931319321712,0.7347283286887778,0.7586019162587019,1.3576957189415122,1.3304654358008097,0.6146560527097107,0.6147818910832991,8.5762501089226,6.651683545821934,2.539484673458324,1.8596096979633887
15,2.268674812708949,3.343367076820863,2.0230533959457278,0.7306855384027767,0.7078506865739413,0.0742611914608992,0.0869211309855721,0.36897034346428714,0.545431768352066,0.7762768343126498,0.2605993268839324,0.09973859214658927,0.0352336190503782,0.24374907857069866,0.2357171642840428,2.0713114662030407,2.081181698851435,0.9868091051810278,0.9257041086902308,1.3655109675978065,4.055573841390242,0.24220470984722534,0.7503263933654081
16,-3.984933706472087,2.9762115396892854,3.445409897932115,0.44887803427216766,0.4673678269233962,0.26047191844899825,0.2870422820256817,0.8592125209555262,0.8667291049062081,6.500112225444437,9.382617685023783,0.9660699117673682,1.3000948597834616,0.33108957280413703,0.3208351122282322,2.506461849582579,2.478962202232486,0.842689201129403,0.8425182098415589,5.097190167738158,3.3672108974505486,8.919162488315642,5.864294214642616
17,-3.930048221424499,0.2959444016217498,0.6489799979152311,0.1244714394867333,0.1751343617143276,0.7410661647414838,0.6852016943928861,1.315486227637784e-07,0.1350886152168449,1.8992334350443605,2.6590704104782747,3.136567206405081,3.447474315888347,0.22571010993581325,0.2090535845797874,0.4274693258298257,0.419119294313711,0.28738240637010554,0.2875259400240286,4.016570166668369,3.366231805122992,9.23665665327732,3.6221610553001113
18,-4.2762822523409705,1.99952398052467,3.2287623020540783,0.026614098751029158,0.0323828708927777,0.3694582049843182,0.3225557201627926,0.49271988423908986,0.5744503199401418,0.839614793324562,1.4300410951832263,4.943928304665831,4.288693072557203,0.6706081817930005,0.5873386449640597,0.7773208319438917,0.7265856742761002,0.20645342866541386,0.2080974099989472,1.5135598741456215,7.454983307481646,9.487356799026989,4.034066283341728
19,1.0845213138029524,1.5566185002876076,1.937880243794027,0.7396117954294545,0.7987095702654547,0.08967141371431356,0.1236991946618078,0.8625813542593656,0.8679355176475059,0.36317621008789663,0.4262968179657989,0.3865857070303201,0.497201286274424,0.38690836078031915,0.3339430585642661,3.164597292171634,3.284364804363902,0.46579003186713336,0.4558728073695024,8.439162084353969,6.532511422613194,2.0864844742714665,1.7432113751983724
20,-4.955779181209602,0.6280939667673979,0.666887731706113,0.4381051378600156,0.4687635064984102,0.6404641077764811,0.6662642717521995,0.43562050764198046,0.4162270186935256,8.175453044694294,8.696140851211128,3.6057224829551235,3.302059673353201,0.3701741089765574,0.3494540530711597,1.2947579869043009,1.169138216967788,0.37221892332833006,0.3740467168670696,4.3966053393259585,7.566160562962172,9.998896323165534,9.379376643097824
21,-4.312743529178035,3.349748092989012,3.447623997275332,0.23284868935765518,0.2354497134146295,0.38565415697791294,0.3710510351807128,0.5335294644676736,0.5503896895052893,6.692622387607609,5.468344558158083,2.1072251132371544,1.9463747270448284,0.27192497857552167,0.260852466128766,2.987887976414465,2.9353057762698453,0.08911201882830759,0.0881351639254338,7.581273720209259,8.660774293737196,7.546538352321118,8.634484403326345
22,-5.055062811689933,2.5695054094529985,2.833803166061491,0.4298918767454666,0.4377821164269175,0.6269562080556258,0.629231908871625,0.31320776802821454,0.3554883540915886,9.02160252934485,7.974959842933487,4.0912054021769695,3.932085411399239,0.3197097161992042,0.293317150324173,1.4890197822092854,1.4759249362972118,0.3430071720438146,0.3439831767859903,2.6188224940413383,3.641702986535258,5.079910347196761,5.666455566878987
23,-2.240429378902042,0.1953233850202582,0.1667497700811511,0.5812492456334543,0.5939727470675092,0.2024366887634461,0.1814685831509709,0.37075049528844245,0.3748163005557973,9.693434691440334,4.508926565007,2.6318263610241246,1.7436338477382296,0.4318358427938805,0.4299681860768076,1.0107087213536312,0.9671324251367096,0.06823926735680143,0.0681300573940744,2.2778852618481014,5.512566489358516,2.5288130930150143,5.958669456166511
